directory,gopr_folder,patch_number,patch_relpath,source_image_relpath,confidence,grabcut_applied
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.3422,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.2709,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.2386,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.2348,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,10,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.214,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,11,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.1958,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,12,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.1893,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,13,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.1871,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,14,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.1608,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220,GOPR3220,15,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3220.JPG,0.1542,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221,GOPR3221,1,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221\Coral1.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221.JPG,0.2378,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221,GOPR3221,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221.JPG,0.2363,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221,GOPR3221,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221.JPG,0.2103,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221,GOPR3221,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221.JPG,0.2092,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221,GOPR3221,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221.JPG,0.1819,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221,GOPR3221,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221.JPG,0.1652,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221,GOPR3221,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3221.JPG,0.1567,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222,GOPR3222,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222.JPG,0.303,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222,GOPR3222,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222.JPG,0.2917,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222,GOPR3222,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222.JPG,0.2211,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222,GOPR3222,10,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3222.JPG,0.1577,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223,GOPR3223,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223.JPG,0.2741,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223,GOPR3223,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223.JPG,0.2456,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223,GOPR3223,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223.JPG,0.2377,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223,GOPR3223,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223.JPG,0.1826,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223,GOPR3223,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3223.JPG,0.1505,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224,GOPR3224,1,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224\Coral1.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224.JPG,0.3977,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224,GOPR3224,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224.JPG,0.3115,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224,GOPR3224,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224.JPG,0.1932,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224,GOPR3224,11,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224.JPG,0.1692,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224,GOPR3224,12,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224.JPG,0.1657,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224,GOPR3224,14,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3224.JPG,0.1602,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225,GOPR3225,1,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225\Coral1.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225.JPG,0.5459,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225,GOPR3225,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225.JPG,0.3803,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225,GOPR3225,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225.JPG,0.2242,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225,GOPR3225,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225.JPG,0.2187,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225,GOPR3225,12,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225.JPG,0.1723,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225,GOPR3225,13,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225.JPG,0.1718,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225,GOPR3225,15,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3225.JPG,0.1523,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226,GOPR3226,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226.JPG,0.3184,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226,GOPR3226,11,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226.JPG,0.2262,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226,GOPR3226,12,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226.JPG,0.2193,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226,GOPR3226,13,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226.JPG,0.2131,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226,GOPR3226,14,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226.JPG,0.2093,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226,GOPR3226,16,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226\Coral16.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226.JPG,0.1551,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226,GOPR3226,17,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226\Coral17.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3226.JPG,0.1506,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227,GOPR3227,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227.JPG,0.3826,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227,GOPR3227,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227.JPG,0.2723,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227,GOPR3227,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227.JPG,0.257,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227,GOPR3227,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227.JPG,0.2328,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227,GOPR3227,13,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3227.JPG,0.1764,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228,GOPR3228,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228.JPG,0.23,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228,GOPR3228,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228.JPG,0.1936,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228,GOPR3228,10,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228.JPG,0.1583,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228,GOPR3228,11,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3228.JPG,0.1542,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229,GOPR3229,1,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229\Coral1.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229.JPG,0.3802,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229,GOPR3229,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229.JPG,0.2504,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229,GOPR3229,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229.JPG,0.2282,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229,GOPR3229,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229.JPG,0.2081,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229,GOPR3229,10,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3229.JPG,0.1769,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230,GOPR3230,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230.JPG,0.3275,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230,GOPR3230,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230.JPG,0.2529,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230,GOPR3230,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230.JPG,0.1559,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230,GOPR3230,10,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3230.JPG,0.1512,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231,GOPR3231,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231.JPG,0.6157,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231,GOPR3231,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231.JPG,0.4742,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231,GOPR3231,10,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231.JPG,0.355,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231,GOPR3231,12,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231.JPG,0.3108,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231,GOPR3231,13,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231.JPG,0.2755,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231,GOPR3231,16,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231\Coral16.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231.JPG,0.2135,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231,GOPR3231,20,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231.JPG,0.1778,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231,GOPR3231,21,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231\Coral21.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231.JPG,0.1616,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231,GOPR3231,23,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3231.JPG,0.153,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232,GOPR3232,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232.JPG,0.3467,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232,GOPR3232,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232.JPG,0.3458,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232,GOPR3232,10,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232.JPG,0.2236,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232,GOPR3232,11,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232.JPG,0.1707,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232,GOPR3232,12,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232.JPG,0.1664,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232,GOPR3232,13,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3232.JPG,0.1613,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3233,GOPR3233,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3233\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3233.JPG,0.2381,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3233,GOPR3233,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3233\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3233.JPG,0.1716,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3233,GOPR3233,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3233\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3233.JPG,0.1696,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3234,GOPR3234,1,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3234\Coral1.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3234.JPG,0.7066,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3234,GOPR3234,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3234\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3234.JPG,0.3973,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3234,GOPR3234,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3234\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3234.JPG,0.2197,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3235,GOPR3235,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3235\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3235.JPG,0.1908,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3235,GOPR3235,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3235\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3235.JPG,0.1781,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3235,GOPR3235,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3235\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3235.JPG,0.1527,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236,GOPR3236,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236.JPG,0.3872,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236,GOPR3236,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236.JPG,0.2817,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236,GOPR3236,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236.JPG,0.2155,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236,GOPR3236,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236.JPG,0.2143,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236,GOPR3236,9,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3236.JPG,0.1964,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237,GOPR3237,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237.JPG,0.2638,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237,GOPR3237,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237.JPG,0.1938,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237,GOPR3237,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237.JPG,0.1863,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237,GOPR3237,7,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237.JPG,0.1738,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237,GOPR3237,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3237.JPG,0.1599,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3238,GOPR3238,1,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3238\Coral1.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3238.JPG,0.1996,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3238,GOPR3238,2,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3238\Coral2.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3238.JPG,0.1688,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3238,GOPR3238,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3238\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3238.JPG,0.1555,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240,GOPR3240,3,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240.JPG,0.2776,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240,GOPR3240,4,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240.JPG,0.2415,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240,GOPR3240,5,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240.JPG,0.2301,False
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240,GOPR3240,6,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240.JPG,0.2016,True
Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240,GOPR3240,8,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T3\GOPR3240.JPG,0.1611,False
