epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,4401.15,1.14573,0.89873,1.36898,0.72191,0.68974,0.72885,0.40236,1.54953,1.1156,1.7826,0.0001189,0.0001189,0.0001189
180,4425.6,1.1504,0.89218,1.3655,0.73855,0.6843,0.73477,0.40386,1.55804,1.11733,1.79639,0.00011395,0.00011395,0.00011395
181,4450.1,1.13884,0.88696,1.36426,0.7444,0.69451,0.73993,0.40382,1.55789,1.11532,1.79748,0.000109,0.000109,0.000109
182,4474.53,1.13898,0.90459,1.36276,0.75083,0.6778,0.73589,0.40435,1.56395,1.09642,1.80574,0.00010405,0.00010405,0.00010405
183,4499.04,1.14492,0.89395,1.36764,0.75953,0.68222,0.73508,0.39838,1.56666,1.08675,1.81815,9.91e-05,9.91e-05,9.91e-05
184,4523.46,1.13219,0.88201,1.36287,0.76479,0.67661,0.73233,0.39858,1.56721,1.09507,1.80519,9.415e-05,9.415e-05,9.415e-05
185,4547.91,1.13994,0.88618,1.35339,0.76996,0.67103,0.7318,0.39839,1.57468,1.09298,1.8097,8.92e-05,8.92e-05,8.92e-05
186,4572.33,1.14266,0.88939,1.36229,0.76496,0.66414,0.72787,0.39826,1.57496,1.09087,1.81277,8.425e-05,8.425e-05,8.425e-05
187,4596.79,1.12452,0.87647,1.35465,0.75653,0.66826,0.72936,0.40038,1.58248,1.09819,1.82178,7.93e-05,7.93e-05,7.93e-05
188,4621.35,1.13659,0.8772,1.35207,0.75781,0.67064,0.73172,0.40005,1.56737,1.11064,1.81093,7.435e-05,7.435e-05,7.435e-05
189,4645.91,1.10383,0.86076,1.33925,0.76446,0.65841,0.72851,0.39846,1.56694,1.10269,1.81438,6.94e-05,6.94e-05,6.94e-05
190,4670.46,1.11332,0.85774,1.34528,0.76559,0.65871,0.72154,0.39491,1.5773,1.11504,1.83043,6.445e-05,6.445e-05,6.445e-05
191,4703.54,1.08367,0.75973,1.34506,0.79727,0.62417,0.72051,0.3939,1.56835,1.11156,1.79567,5.95e-05,5.95e-05,5.95e-05
192,4727.96,1.05832,0.70089,1.32232,0.77355,0.64558,0.72356,0.39138,1.57537,1.11215,1.79613,5.455e-05,5.455e-05,5.455e-05
193,4752.26,1.03207,0.6761,1.30747,0.76091,0.65155,0.72476,0.39269,1.58002,1.09789,1.80233,4.96e-05,4.96e-05,4.96e-05
194,4776.56,1.03039,0.66625,1.28983,0.74224,0.66587,0.72909,0.39589,1.57328,1.09658,1.79599,4.465e-05,4.465e-05,4.465e-05
195,4800.82,1.0234,0.67264,1.29408,0.74247,0.66826,0.73034,0.39763,1.57372,1.10337,1.80236,3.97e-05,3.97e-05,3.97e-05
196,4825.09,1.00725,0.64504,1.27984,0.74496,0.66826,0.73322,0.39758,1.57754,1.09844,1.81349,3.475e-05,3.475e-05,3.475e-05
197,4849.4,1.011,0.6555,1.28573,0.74802,0.6766,0.73516,0.39752,1.57368,1.09035,1.81551,2.98e-05,2.98e-05,2.98e-05
198,4873.65,1.00205,0.63472,1.28449,0.77315,0.64916,0.73519,0.39863,1.56599,1.08481,1.81306,2.485e-05,2.485e-05,2.485e-05
199,4898.03,1.00094,0.63224,1.28155,0.73566,0.679,0.73677,0.4033,1.56963,1.08151,1.81743,1.99e-05,1.99e-05,1.99e-05
200,4922.37,1.00911,0.63886,1.29354,0.73592,0.68138,0.73359,0.40123,1.56969,1.08155,1.81642,1.495e-05,1.495e-05,1.495e-05
